Etunimi,Lukumäärä
Dianne,10
Dione,10
Dionne,10
Dominica,10
Donata,10
Duaa,10
Eeni,10
Eeva-Johanna,10
Eeva-Maarit,10
Eevantytär,10
Eija-Elina,10
Eija-Helena,10
Eila-Kaarina,10
Eile,10
Elettra,10
Elfriede,10
Elis,10
Elisa-Maria,10
Elisse,10
Ella-Riikka,10
Elli-Marja,10
Elli-Nora,10
Elmedina,10
Else-Maria,10
Elsi-Maj,10
Elsi-Maria,10
Elve,10
Emilyn,10
Emmanuella,10
Emma-Riina,10
Emmiliina,10
Ennea,10
Ennie,10
Erita,10
Erjona,10
Erlinda,10
Eva-Maj,10
Eva-Sofia,10
Evely,10
Eve-Maria,10
Faarah,10
Fahad,10
Fan,10
Fardowso,10
Farideh,10
Felicitas,10
Femmi,10
Fianna,10
Fiia-Maria,10
Finja,10
Franceska,10
Franseska,10
Gamze,10
Genevieve,10
Gennadjevna,10
Georgette,10
Germaine,10
Ghalib,10
Ghazal,10
Grazia,10
Grigorjevna,10
Gullveig,10
Gungerd,10
Göransdotter,10
Götha,10
H,10
Hadassa,10
Halime,10
Hanna-Laura,10
Hanne-Riikka,10
Hannika,10
Heelmä,10
Heidi-Hannele,10
Heidi-Johanna,10
Heidi-Marie,10
Heile,10
Heli-Sisko,10
Helka-Maria,10
Helmi-Elisa,10
Heloise,10
Henja,10
Hentriika,10
Herdis,10
Hilpa,10
Hinriikka,10
Hira,10
Ho,10
Homa,10
Huseen,10
Hussain,10
Hymmi,10
Idaliina,10
Ida-Liina,10
Iina-Riikka,10
Iissa,10
Ilayda,10
Ilon,10
Imad,10
Immikki,10
Inaya,10
Indi,10
Inés,10
Ingel,10
Inka-Liina,10
Isha,10
Ismontytär,10
Issa,10
Istar,10
Ivie,10
Jacinta,10
Jade-Maria,10
Jaina,10
Janeth,10
Jannah,10
Jannice,10
Jedida,10
Jelissa,10
Jemila,10
Jenissa,10
Jenna-Emilia,10
Jennamari,10
Jevgenija,10
Johana,10
Jonintytär,10
Jonna-Marika,10
Judi,10
Julian,10
Junita,10
Jutta-Mari,10
Juunia,10
Jwan,10
Jyrintytär,10
Kaisa-Helena,10
Kaisaliisa,10
Kaori,10
Kareniina,10
Karlsdotter,10
Kasimiira,10
Kataliina,10
Katelyn,10
Katjusa,10
Katri-Elina,10
Kaukontytär,10
Kavita,10
Kiida,10
Kirsimari,10
Kirsti-Maija,10
Krispina,10
Kuunsäde,10
Leilani,10
Léonie,10
Leontina,10
Letizia,10
Liane,10
Lieu,10
Liisa-Kaarina,10
Liisa-Maaria,10
Lilianne,10
Lilyana,10
Lina-Maria,10
Liridona,10
Loren,10
Luca,10
Lumilia,10
Lyudmila,10
Madalena,10
Maher,10
Mahtab,10
Maimu,10
Maisi,10
Malisa,10
Manuella,10
Margo,10
Margrete,10
Maria-Christina,10
Maria-Elisa,10
Maria-Johanna,10
Maria-Katariina,10
Maria-Pia,10
Marie-Ann,10
Marie-Charlotte,10
Marienna,10
Marilin,10
Marinette,10
Marja-Reetta,10
Marja-Tuulia,10
Marjo-Hannele,10
Marjo-Helena,10
Marjo-Reetta,10
Marjoriina,10
Marjo-Rita,10
Marthe,10
Martta-Liisa,10
Matias,10
Maurita,10
Medine,10
Meili,10
Meirami,10
Meltem,10
Menja,10
Merica,10
Meri-Maija,10
Meri-Sisko,10
Merissa,10
Meri-Tuulikki,10
Merja-Anneli,10
Merla,10
Merli,10
Miia-Johanna,10
Miia-Riina,10
Mikayla,10
Milla-Maija,10
Milla-Riitta,10
Milla-Roosa,10
Minela,10
Mini,10
Minja-Maria,10
Minnéa,10
Minni-Maria,10
Minou,10
Miralda,10
Mirell,10
Mirita,10
Mirlinda,10
Miselle,10
Mojgan,10
Mona-Liisa,10
Morsal,10
Mushtak,10
Myrtel,10
Mårtensdotter,10
Nafiso,10
Nahla,10
Naile,10
Nanda,10
Natallia,10
Nefertiti,10
Nelli-Sofia,10
Nenja,10
Nerina,10
Nermina,10
Neslihan,10
Nha,10
Nigar,10
Niina-Liisa,10
Niina-Maarit,10
Niina-Maija,10
Nina-Liisa,10
Ninel,10
Ning,10
Ninni-Maria,10
Nisha,10
Noga,10
Nusrat,10
Oluchi,10
Omolola,10
Onnetar,10
Oona-Lotta,10
Oskarintytär,10
Outi-Elina,10
Outi-Leena,10
Pandora,10
Petra-Pauliina,10
Pia-Carita,10
Pia-Helena,10
Pihla-Maaria,10
Pippi,10
Pirjo-Kaarina,10
Pranee,10
Priscila,10
Priyanka,10
Qian,10
Quinn,10
Rachael,10
Rahil,10
Raile,10
Raine,10
Rand,10
Reija-Riitta,10
René,10
Reneé,10
Reyhan,10
Rhoda,10
Rianne,10
Rihaam,10
Riikka-Elina,10
Riita,10
Rikuntytär,10
Roosa-Sofia,10
Roselia,10
Rosine,10
Rozalia,10
Rozerin,10
S.,10
Saana-Sofia,10
Sabriin,10
Sabrine,10
Sadiq,10
Sadiyo,10
Sahrami,10
Saia,10
Saja,10
Sakarintytär,10
Sallamaarit,10
Sallariina,10
Sam,10
Samanta,10
Samiya,10
Sandra-Maria,10
Sanna-Elina,10
Sanna-Helena,10
Sanna-Kaija,10
Sannimaria,10
Saralotta,10
Sari-Marjut,10
Sari-Minna,10
Sarla,10
Sassa,10
Satu-Anna,10
Satu-Leena,10
Scarlet,10
Sela,10
Selenia,10
Seralia,10
Sere,10
Serefiina,10
Serene,10
Sessi,10
Shahin,10
Shalini,10
Sharifa,10
Sharmila,10
Sheida,10
Shirel,10
Sia,10
Silja-Maaria,10
Sini-Mari,10
Sini-Päivi,10
Sinituulia,10
Sirene,10
Sirli,10
Sirpa-Helena,10
Sisilia,10
Sissy,10
Sofii,10
Somayeh,10
Stacey,10
Stéphanie,10
Sumaiya,10
Sun,10
Suska,10
Suvi-Juulia,10
Suvikukka,10
Synneve,10
Szilvia,10
Sävel,10
Tabea,10
Tabitha,10
Taha,10
Tahira,10
Taija-Leena,10
Taija-Maria,10
Tarja-Maarit,10
Tarja-Maija,10
Taru-Leena,10
Teila,10
Terella,10
Terhi-Maria,10
Terttu-Maija,10
Thordis,10
Tiia-Emilia,10
Tiinakaisa,10
Tiinantytär,10
Tilia,10
Timja,10
Tintin,10
Tonia,10
Tonya,10
Tuittu,10
Tuula-Kaarina,10
Tuula-Mari,10
Ulla-Christina,10
Ullastiina,10
Ulla-Terttu,10
Unaja,10
Unna-Maria,10
Vaapukka,10
Wahida,10
Waldine,10
Valmu,10
Valora,10
Warsame,10
Vaulikki,10
Veera-Liisa,10
Veneda,10
Véronique,10
Vian,10
Viivi-Sofia,10
Viivu,10
Wilina,10
Wilma-Lotta,10
Vilma-Maria,10
Vilpiina,10
Winona,10
Virpi-Maria,10
Vivea,10
Yildiz,10
Yona,10
Yousra,10
Yuk,10
Yuna,10
Yvonn,10
Zoia,10
Aarni,9
Aata,9
Abdulkareem,9
Abdulla,9
Abid,9
Abir,9
Abraar,9
Adalmia,9
Adaora,9
Adeela,9
Adelmina,9
Adhiambo,9
Adia,9
Adiina,9
Adila,9
Aditi,9
Adrianne,9
Africa,9
Afsaneh,9
Afua,9
Aino-Riikka,9
Ainotar,9
Airina,9
Ajsa,9
Aleina,9
Alila,9
Alis,9
Allie,9
Alviida,9
Amanita,9
Ambra,9
Anactasia,9
Anatolievna,9
Andelina,9
Andria,9
Andriana,9
Andromeda,9
Ane,9
Anele,9
Anetti,9
Anfiisa,9
Angélique,9
Anikka,9
Anikó,9
Anjali,9
Anna-Charlotta,9
Annada,9
Annakatri,9
Anna-Kerttu,9
Annamarja,9
Anna-Marjaana,9
Annareeta,9
Anna-Ulla,9
Anne-Carita,9
Anne-Katriina,9
Anneliisa,9
Anne-Louise,9
Anne-Sofia,9
Ann-Helén,9
Anni-Inkeri,9
Anni-Katri,9
Ann-Kristina,9
Ann-Margret,9
Ann-Mary,9
Annsofie,9
Antonie,9
Anu-Kaarina,9
Apolonia,9
Arezu,9
Arja-Kaarina,9
Arja-Maarit,9
Arnikki,9
Asantewaa,9
Asja,9
Atef,9
Atena,9
Aune-Maria,9
Awad,9
Avan,9
Avigail,9
Avril,9
Ayala,9
Bang,9
Batul,9
Benedikte,9
Bente,9
Beritan,9
Bethel,9
Betta,9
Bina,9
Birjetta,9
Birketta,9
Björk,9
Blenda,9
Brittany,9
Brynhild,9
Camelia,9
Candy,9
Caterine,9
Ceela,9
Chan,9
Chandra,9
Charita,9
Charlize,9
Chatrina,9
Cherie,9
Christersdotter,9
Chrystal,9
Cina,9
Clarice,9
Clotilde,9
Csilla,9
Davida,9
Delfina,9
Denize,9
Deqa,9
Diya,9
Donjeta,9
Edeveig,9
Editha,9
Eeva-Liina,9
Eijaliisa,9
Eir,9
Elean,9
Electra,9
Eleia,9
Elenna,9
Elianna,9
Ella-Leena,9
Ellenoora,9
Elle-Sofia,9
Ellin,9
Ellu,9
Elmiida,9
Elora,9
Else-Marie,9
Elsmaj,9
Elssa,9
Elssi,9
Elsy,9
Emeliia,9
Emmanuel,9
Emmi-Elina,9
Emmi-Ilona,9
Emmi-Maaria,9
Emmi-Riina,9
Emy,9
Ermira,9
Erzsébet,9
Esi,9
Eslem,9
Esosa,9
Essi-Mari,9
Estrella,9
Eva-Karin,9
Eva-Lis,9
Eva-Stiina,9
Evea,9
Evina,9
Fanni-Maria,9
Farzaneh,9
Fateme,9
Fatiha,9
Favour,9
Faysal,9
Fenja,9
Funda,9
Ganga,9
Gay,9
Gergana,9
Giuseppina,9
Gullborg,9
Gundis,9
Habiiba,9
Hadil,9
Haije,9
Hajer,9
Haldis,9
Hamad,9
Hanane,9
Hanieh,9
Hanife,9
Hanna-Kristiina,9
Hanne-Kaisa,9
Hanni-Mari,9
Heidimaria,9
Heini-Maaria,9
Heli-Anneli,9
Heli-Kristiina,9
Helmi-Emilia,9
Helmimaria,9
Helmi-Orvokki,9
Hena,9
Hennaleena,9
Henni-Maria,9
Hertha,9
Hodo,9
Houda,9
Ibadete,9
Iftin,9
Iida-Juulia,9
Iidaliisa,9
Iida-Marja,9
Iida-Olivia,9
Iine,9
Iisa-Maria,9
Imani,9
Inanna,9
Inaria,9
Ina-Sofia,9
Ingabritt,9
Inker-Anni,9
Inki,9
Ireeni,9
Irjaliisa,9
Iva,9
Ivi,9
Jaana-Riitta,9
Jaana-Sisko,9
Jadelle,9
Jalal,9
Janiitta,9
Jannie,9
Janni-Mari,9
Jasmiine,9
Jasmiitta,9
Jassi,9
Jay,9
Jehona,9
Jenisa,9
Jenna-Marika,9
Jenni-Juulia,9
Jenniliisa,9
Jennimaria,9
Jodie,9
Jonna-Juulia,9
Jonnentytär,9
Jooa,9
Jorunn,9
Josanna,9
Kaddy,9
Kadhim,9
Kaija-Maria,9
Kaisamaija,9
Kaisu-Maria,9
Kamilia,9
Katjantytär,9
Katri-Leena,9
Katri-Mari,9
Keea,9
Khawla,9
Kirsti-Maria,9
Kit,9
Konstantia,9
Konstantinovna,9
Kosovare,9
Krista-Maaria,9
Kristiansdotter,9
Ladan,9
Laelia,9
Lanya,9
Laurina,9
Lay,9
Leelo,9
Lelia,9
Lenina,9
Lenna,9
Ler,9
Liah,9
Liel,9
Lieselotte,9
Liisa-Marie,9
Lilibeth,9
Lilli-Maria,9
Lina-Lotta,9
Lindis,9
Lisse,9
Liva,9
Lizbeth,9
Lizzie,9
Lore,9
Loredana,9
Lotus,9
Loubna,9
Lubov,9
Luka,9
Lumme,9
Lyn,9
Lynda,9
Lyubov,9
Lyudmyla,9
Maana,9
Maarin,9
Maarit-Hannele,9
Maeve,9
Magdalen,9
Magdolna,9
Maha,9
Maijakaisa,9
Maijariitta,9
Maija-Stina,9
Maike,9
Maile,9
Mako,9
Malinda,9
Mana,9
Mandelina,9
Maria-Karoliina,9
Marieela,9
Marieta,9
Marijanne,9
Marilena,9
Mari-Lotta,9
Mari-Sofi,9
Marja-Liisi,9
Marja-Lisa,9
Marjoriikka,9
Marjuli,9
Marjutta,9
Marley,9
Marliina,9
Marru,9
Martyna,9
Marua,9
Mathiasdotter,9
Matilta,9
Medea,9
Mehri,9
Mehtap,9
Mélissa,9
Meretta,9
Meri-Ellen,9
Meri-Maria,9
Meritähti,9
Merja-Sisko,9
Meron,9
Merri,9
Mia-Maaria,9
Midenette,9
Miina-Mari,9
Mikaéla,9
Milja-Sofia,9
Milla-Lotta,9
Millariina,9
Milla-Sofia,9
Minka-Maaria,9
Minnakaisa,9
Miral,9
Mire,9
Miriel,9
Miriikka,9
Mirka-Leena,9
Mohsen,9
Montserrat,9
Morgana,9
Mu,9
Mumbi,9
Muno,9
Muuse,9
Naa,9
Najwa,9
Nam,9
Nanami,9
Nasim,9
Nastasia,9
Neea-Sofia,9
Neemi,9
Negar,9
Neneh,9
Nenni,9
Neo,9
Nergis,9
Nevia,9
Nhan,9
Nian,9
Niina-Marika,9
Nino,9
Nóra,9
Nu,9
Nunnu,9
Nupel,9
Nuppu-Maria,9
Nuray,9
Odilia,9
Oona-Mari,9
Orkidea,9
Orsolya,9
Outi-Maija,9
Parvaneh,9
Patrycja,9
Pauliine,9
Paz,9
Peninna,9
Perpetua,9
Petja,9
Petra-Sofia,9
Petterintytär,9
Petunia,9
Phi,9
Pia-Lena,9
Pia-Riikka,9
Pia-Sisko,9
Piippa,9
Piltti,9
Pirjoliisa,9
Pirkko-Maija,9
Pisara,9
Pui,9
Päivi-Johanna,9
Päivintytär,9
Raad,9
Raija-Maija,9
Ramina,9
Randi,9
Regine,9
Renáta,9
Riika-Maria,9
Riikkaleena,9
Romy,9
Roni,9
Rosabel,9
Rosa-Sofia,9
Ru,9
Ruta,9
S,9
Saana-Maaria,9
Saana-Maarit,9
Saana-Mari,9
Saara-Emilia,9
Saarni,9
Sacdiyo,9
Saija-Mari,9
Sakuntytär,9
Salem,9
Saliha,9
Salla-Riina,9
Sama,9
Samah,9
Samara,9
Samatha,9
Sami,9
Sanella,9
Sanette,9
Sanije,9
Sannaliina,9
Sanna-Sisko,9
Sanneli,9
Sara-Juulia,9
Sara-Sofie,9
Sariella,9
Satu-Minna,9
Satu-Riitta,9
Selvete,9
Semira,9
Senta,9
Setayesh,9
Sevil,9
Shanna,9
Sheena,9
Sifa,9
Siime,9
Siiri-Maija,9
Simran,9
Sin,9
Sini-Helmi,9
Sirilla,9
Sofié,9
Soineli,9
Somaya,9
Song,9
Sri,9
Star,9
Sulamith,9
Sulina,9
Sultana,9
Supaporn,9
Susanna-Maria,9
Suvi-Anne,9
Syrena,9
Taher,9
Taija-Tuulia,9
Taina-Liisa,9
Taina-Maija,9
Taina-Mari,9
Taina-Maria,9
Tani,9
Tanisha,9
Tanja-Leena,9
Tarja-Tuulia,9
Tasha,9
Tea-Tuulia,9
Teele,9
Teija-Maria,9
Teijontytär,9
Tha,9
Thida,9
Tia-Tuulia,9
Tiia-Lotta,9
Tiia-Maija,9
Tiia-Noora,9
Tiiariina,9
Tuba,9
Tuula-Leena,9
Ullamaria,9
Ulla-Marita,9
Ulla-Marjatta,9
Ulla-Stiina,9
Ullica,9
Unia,9
Valérie,9
Valerjevna,9
Valla,9
Waltraud,9
Wan,9
Varja,9
Wava,9
Veda,9
Wendi,9
Venla-Sofia,9
Victoire,9
Victorine,9
Viesti,9
Viivi-Tuulia,9
Vilena,9
Vilma-Liina,9
Vilmalotta,9
Wivan,9
Wivi-Ann,9
Viyan,9
Xena,9
Xing,9
Xinyi,9
Yalda,9
Yanina,9
Yao,9
Yue,9
Zakiya,9
Zeliha,9
Aalto,8
Aaron,8
Aasiya,8
Abdilahi,8
Abdisalan,8
Abdulgadir,8
Adafiia,8
Adeele,8
Adesuwa,8
Adiel,8
Afi,8
Agnessa,8
Agustina,8
Ahmednur,8
Ahmed-Nur,8
Aïcha,8
Aija-Mari,8
Aili-Maria,8
Aina-Ilona,8
Ainhoa,8
Aino-Olivia,8
Ainut,8
Airut,8
Aishah,8
Aisling,8
Akinyi,8
Aksinja,8
Akustiina,8
Aldina,8
Alfriida,8
Aliana,8
Alma-Sofia,8
Almiira,8
Ameneh,8
Amer,8
Amidala,8
Amma,8
Ammar,8
Amparo,8
Ana-Maria,8
Anas,8
Andrée,8
Andrietta,8
Andriette,8
Anervi,8
Aniko,8
Anis,8
Anja-Kaisa,8
Anna-Elena,8
Annamarie,8
Anna-Marija,8
Annamiina,8
Annarilla,8
Ann-Catherine,8
Anne-Christina,8
Anne-Irene,8
Ann-Elisabeth,8
Anne-Marjaana,8
Anne-Mi,8
Anni-Reetta,8
Annisofia,8
Anni-Veera,8
Ann-Kathrin,8
Ann-Niina,8
Annoora,8
Anselina,8
Ansu,8
Antero,8
Anthonia,8
Antonietta,8
Anuleena,8
Anu-Sisko,8
Aoife,8
Araceli,8
Aranka,8
Arbenita,8
Arif,8
Aritta,8
Asaad,8
Auguste,8
Aukustiina,8
Auliina,8
Auli-Maija,8
Auma,8
Aysegül,8
Azize,8
Beatris,8
Belén,8
Bengtsdotter,8
Benjamin,8
Berenike,8
Berita,8
Bess,8
Bethany,8
Betsy,8
Bette,8
Betul,8
Bilan,8
Biljana,8
Birgersdotter,8
Bo,8
Bogdana,8
Borbála,8
Bricilla,8
Britney,8
Caridad,8
Caritha,8
Carlsdotter,8
Carmelita,8
Castalia,8
Cathina,8
Catina,8
Celena,8
Célestine,8
Cenita,8
Cennet,8
Cerys,8
Chantel,8
Charles,8
Chiman,8
Cilia,8
Claude,8
Claudette,8
Colleen,8
Concepcion,8
Daahir,8
Dafna,8
Dalya,8
Danai,8
Danya,8
Dayana,8
Dee,8
Delina,8
Dicle,8
Dinh,8
Dooris,8
Dordi,8
Duygu,8
Eduarda,8
Eerina,8
Eeva-Elina,8
Eeva-Katriina,8
Eeve,8
Eida,8
Eija-Mari,8
Eilia,8
Eire,8
Elahe,8
Eléa,8
Eleanore,8
Elefteria,8
Eleftheria,8
Elenia,8
Elfi,8
Ellaliisa,8
Ella-Marie,8
Ella-Marja,8
Elle-Maria,8
Elodia,8
Eloïse,8
Elsamaria,8
Else-Mari,8
Elvin,8
Elysia,8
Emeriikka,8
Emma-Maaria,8
Emmariikka,8
Emmi-Liisa,8
Emmi-Reetta,8
Eni,8
Eniola,8
Enkeli,8
Enna-Sofia,8
Enni-Liisa,8
Enriikka,8
Epp,8
Erja-Maija,8
Esin,8
Essi-Noora,8
Estefania,8
Etelka,8
Eva-Johanna,8
Eva-Kristiina,8
Eveliia,8
Faraj,8
Farrah,8
Faustina,8
Fenella,8
Fidan,8
Fikrije,8
Flor,8
Florije,8
Frederica,8
Genia,8
Gerta,8
Ghislaine,8
Gila,8
Guldine,8
Gundborg,8
Gun-Gerd,8
Gun-Helen,8
Gunnarsdotter,8
Gwendoline,8
Güzel,8
Habiibo,8
Hadassah,8
Haijele,8
Hajnalka,8
Hakima,8
Hamza,8
Hanna-Leea,8
Hannantytär,8
Hanna-Stina,8
Hannel,8
Hanne-Marika,8
Harper,8
Havu,8
Haya,8
Heddi,8
Heide,8
Heini-Leena,8
Heini-Sofia,8
Helèn,8
Helené,8
Heli-Hannele,8
Helju,8
Helka-Liisa,8
Helmi-Elina,8
Helmi-Liisa,8
Helmi-Marja,8
Helmine,8
Helmi-Tuulia,8
Helvia,8
Henna-Julia,8
Henryntytär,8
Hermione,8
Hersi,8
Heta-Stiina,8
Hilma-Maria,8
Hirsi,8
Honey,8
Husna,8
Ifeoluwa,8
Iimaan,8
Iise,8
Iitamaria,8
Ilaf,8
Ilena,8
Ilene,8
Ilenna,8
Ilknur,8
Ilmari,8
Imaan,8
Imma,8
Imogen,8
Ineza,8
Inga-Leena,8
Ingeri,8
Ingmarsdotter,8
Inka-Leena,8
Inka-Lilja,8
Inna-Maria,8
Inne,8
Irana,8
Ireena,8
Irinka,8
Ise,8
Isidora,8
Jaada,8
Jadelin,8
Jade-Sofia,8
Jamilia,8
Jan,8
Janja,8
Janni-Maria,8
Jaroslava,8
Jasim,8
Jatta-Maria,8
Jawahir,8
Jefimia,8
Jeli,8
Jelmiina,8
Jemimah,8
Jen,8
Jenia,8
Jenna-Johanna,8
Jenna-Liisa,8
Jenna-Lotta,8
Jenna-Marie,8
Jenna-Miia,8
Jesse,8
Jinan,8
Jonita,8
Jonna-Maaria,8
Jovana,8
Jumana,8
Jusra,8
Kadija,8
Kadir,8
Kadriye,8
Kaijeli,8
Kaisa-Riikka,8
Kaislakerttu,8
Kalina,8
Karuna,8
Kati-Maaria,8
Katri-Anna,8
Kerttu-Maria,8
Khadidja,8
Khatera,8
Kiia-Sofia,8
Kimberley,8
Kira-Maria,8
Kirsi-Maaret,8
Kirsi-Tiina,8
Kirsti-Leena,8
Kisu,8
Klavdia,8
Kleopatra,8
Kobra,8
Konkordia,8
Kornelia,8
Krista-Mari,8
Krystal,8
Külli,8
Käpy,8
Käte,8
Lamija,8
Laura-Johanna,8
Laura-Lotta,8
Laura-Maaria,8
Laurana,8
Laurette,8
Lava,8
Leen,8
Leena-Marjut,8
Leiah,8
Lennartsdotter,8
Leonida,8
Lidiya,8
Liinamaria,8
Liisa-Helena,8
Lilah,8
Lilja-Mari,8
Lilou,8
Lindsey,8
Lisabet,8
Lisabeth,8
Livi,8
Ljudmilla,8
Lonny,8
Lory,8
Lotta-Karoliina,8
Lottariina,8
Lua,8
Lubna,8
Lucilla,8
Lumi-Emilia,8
Lumi-Marja,8
Luminita,8
Lumitähti,8
Lycka,8
Lynette,8
M,8
Maareka,8
Maaritta,8
Macy,8
Madelina,8
Maggi,8
Maija-Liina,8
Maija-Sofia,8
Maijuli,8
Maise,8
Maja-Stina,8
Majda,8
Majgret,8
Maj-Ruth,8
Manjaana,8
Margaux,8
Maria-Kaisa,8
Mariane,8
Maria-Therese,8
Marie-Luise,8
Mariie,8
Marikaisa,8
Mari-Kristiina,8
Marili,8
Marilia,8
Marilou,8
Mariola,8
Mari-Pauliina,8
Marites,8
Marja-Johanna,8
Marja-Katariina,8
Marja-Katriina,8
Marja-Kerttu,8
Marja-Lee,8
Marja-Sirkku,8
Marjet,8
Marjo-Anneli,8
Markita,8
Marlis,8
Marutsella,8
Mawada,8
May-Louise,8
Meia,8
Meiling,8
Meiri,8
Melany,8
Melodie,8
Memmu,8
Mere,8
Meret,8
Merite,8
Merja-Maarit,8
Merjo,8
Meseret,8
Mia-Leena,8
Miao,8
Michel,8
Michéle,8
Mihane,8
Miia-Susanna,8
Miiju,8
Miiru,8
Miisu,8
Mikki,8
Milagros,8
Milan,8
Milsina,8
Minka-Maria,8
Minna-Katriina,8
Minna-Marjut,8
Minnantytär,8
Minnariikka,8
Minttu-Maari,8
Minttumaria,8
Mirva-Leena,8
Misla,8
Miu,8
Mong,8
Mónika,8
Monita,8
Moo,8
Moon,8
Moonica,8
Muhidin,8
Muslim,8
Myrtle,8
Myrtti,8
Na,8
Nagham,8
Naja,8
Najla,8
Nanna-Maria,8
Nanu,8
Naseer,8
Nasriin,8
Naya,8
Nazia,8
Ndey,8
Neea-Emilia,8
Nell,8
Nelli-Emilia,8
Nesrine,8
Nevin,8
Nhat,8
Niiki,8
Niina-Johanna,8
Niitta,8
Nikoleta,8
Nikoliina,8
Niloufar,8
Ninka,8
Njomza,8
Nneka,8
Noora-Mari,8
Nora-Emilia,8
Noriko,8
Norna,8
Nuuro,8
Oana,8
Océane,8
Okariina,8
Ola,8
Olavsdotter,8
Omer,8
Oo,8
Ooda,8
Oona-Maija,8
Ora,8
Orion,8
Outa,8
Outi-Kaarina,8
Paiju,8
Panagiota,8
Panja,8
Paolina,8
Paulintytär,8
Peija,8
Petruska,8
Phan,8
Pia-Hannele,8
Pia-Kristina,8
Piamaria,8
Pia-Marika,8
Pia-Stina,8
Piia-Sisko,8
Pinja-Riina,8
Pinja-Sofia,8
Pinka,8
Pippuriina,8
Pirgitta,8
Piroska,8
Prisella,8
Päivi-Kristiina,8
Päiviö,8
Qendresa,8
Qin,8
Que,8
Rahim,8
Rai,8
Raja,8
Raphaela,8
Rauha-Maria,8
Raven,8
Ray,8
Reetta-Sofia,8
Reini,8
Rhiannon,8
Riia-Mari,8
Riika-Mari,8
Riikantytär,8
Riina-Emilia,8
Riittamaija,8
Riti,8
Robertina,8
Robina,8
Roo,8
Roosa-Liina,8
Rosamarie,8
Roselyn,8
Rosemari,8
Rosida,8
Saara-Marja,8
Sade-Helmi,8
Sadelma,8
Sadije,8
Safija,8
Saif,8
Saime,8
Sainab,8
Sairi,8
Sakariina,8
Sakineh,8
Salla-Reetta,8
Samiro,8
Sanam,8
Sanerva,8
Sang,8
Sanna-Lotta,8
Sannina,8
Saraella,8
Sara-Ella,8
Sara-Leena,8
Sara-Susanna,8
Sare,8
Saretta,8
Sarian,8
Sari-Maaria,8
Saru,8
Satu-Anne,8
Satu-Annika,8
Satumaija,8
Satu-Pauliina,8
Sau,8
Saya,8
Seema,8
Selamawit,8
Seleste,8
Senja-Maria,8
Sepideh,8
Serine,8
Sesse,8
Sevanja,8
Sevilla,8
Shaimaa,8
Shamis,8
Shreya,8
Shweta,8
Sihem,8
Siia,8
Siida,8
Siirisofia,8
Sikri,8
Simon,8
Sinerva,8
Singh,8
Sinianna,8
Sini-Elina,8
Sini-Linnea,8
Sini-Pauliina,8
Sini-Sisko,8
Sini-Säde,8
Sinna-Sofia,8
Sinni,8
Siobhan,8
Sipi,8
Siret,8
Sirpa-Sisko,8
Sitra,8
Socorro,8
Sofianne,8
Solfrid,8
Sonata,8
Sonja-Sofia,8
Sora,8
Stensdotter,8
Subhi,8
Suela,8
Suhuur,8
Sukanya,8
Sulami,8
Sumaja,8
Sunny,8
Sura,8
Suvi-Annika,8
Suvi-Hannele,8
Suvi-Kaarina,8
Suvi-Liisa,8
Suvi-Sirkku,8
Suvi-Sofia,8
Taica,8
Taina-Leena,8
Tamana,8
Tamanna,8
Tamila,8
Tanja-Marika,8
Tanja-Tuulia,8
Taru-Tuulikki,8
Tenhikki,8
Terecia,8
Terttu-Leena,8
Tham,8
Théa,8
Theressa,8
Thoa,8
Tiamaria,8
Tiera,8
Tiia-Liina,8
Tiina-Kaarina,8
Tiisa,8
Titvi,8
Tommysdotter,8
Tong,8
Topintytär,8
Torsdotter,8
Trifa,8
Trista,8
Tuija-Maarit,8
Tuija-Mari,8
Tuija-Sisko,8
Tuiri,8
Tuula-Sisko,8
Ursa,8
Usman,8
Wafaa,8
Valentin,8
Valotar,8
Valva,8
Valvi,8
Veeruska,8
Venla-Maija,8
Vicki,8
Viija,8
Viiu,8
Win,8
Virginie,8
Wivian,8
Vlera,8
Xia,8
Ya,8
Yanna,8
Yasir,8
Yesim,8
Yetunde,8
Yllka,8
Yrjöntytär,8
Zannat,8
Zaya,8
Zia,8
Ziba,8
Zoi,8
Zuzana,8
Aada-Olivia,7
Aaisha,7
Abdinur,7
Abdiqani,7
Abiola,7
Adafiina,7
Addison,7
Adetta,7
Aelita,7
Afrah,7
Afsana,7
Agnès,7
Aija-Maria,7
Aila-Sisko,7
Aino-Kerttu,7
Aino-Linnea,7
Aino-Tuulia,7
Airis,7
Aiva,7
Aja,7
Ajana,7
Ajatar,7
Akiko,7
Aksenia,7
Akulina,7
Alam,7
Alde,7
Aleksintytär,7
Aleta,7
Alexandrina,7
Aliah,7
Alic,7
Alima,7
Alin,7
Alivia,7
Allikki,7
Almaas,7
Alma-Maria,7
Almi,7
Alondra,7
Alyna,7
Amaalia,7
Amada,7
Aman,7
Amaryllis,7
Ameliia,7
Anceliina,7
Andreasdotter,7
Andreevna,7
Andrejevna,7
Aneka,7
Angelie,7
Anna-Britta,7
Anna-Cecilia,7
Annaelina,7
Anna-Erica,7
Anna-Henriikka,7
Annakaarina,7
Anna-Karolina,7
Anna-Maja,7
Anna-Marketta,7
Anna-Miina,7
Anna-Olivia,7
Anne-Lea,7
Annelina,7
Anne-Maij,7
Annemaija,7
