"Postal code area","Inhabitants, total, 2018 (HE)","Males, 2018 (HE)","Females, 2018 (HE)"
"71730  Kinnulanlahti (Kuopio)",568,283,285
"71740  Tavinsalmi (Kuopio)",89,46,43
"71745  Haatala (Kuopio)",40,25,15
"71750  Maaninka Keskus (Kuopio)",1053,502,551
"71760  Ahkionlahti-Vianta (Kuopio)",283,148,135
"71775  Tuovilanlahti-Haatala (Kuopio)",402,223,179
"71800  Siilinjärvi Keskus (Siilinjärvi)",10526,5136,5390
"71820  Pöljä (Siilinjärvi)",819,442,377
"71840  Kuuslahti (Siilinjärvi)",542,280,262
"71850  Leppäkaarre (Siilinjärvi)",1986,971,1015
"71870  Harjamäki (Siilinjärvi)",496,267,229
"71890  Hamula (Siilinjärvi)",930,476,454
"71910  Alapitkä (Lapinlahti)",782,412,370
"71920  Pajujärvi (Lapinlahti)",418,209,209
"71950  Lammasaho (Kuopio)",104,57,47
"71960  Lukkarila (Lapinlahti)",215,115,100
"72100  Karttula Keskus (Kuopio)",1620,829,791
"72140  Itä-Karttula-Riuttasenpää (Kuopio)",40,24,16
"72210  Tervo Keskus-Eliaksela (Tervo)",1127,555,572
"72220  Eliaksela (Tervo)",56,35,21
"72300  Vesanto Keskus (Vesanto)",1245,618,627
"72310  Niinivesi (Vesanto)",226,125,101
"72330  Tiitilänkylä (Vesanto)",108,63,45
"72350  Pienola (Vesanto)",263,130,133
"72360  Närhilä (Vesanto)",91,54,37
"72380  Horontaipale (Vesanto)",114,60,54
"72400  Pielavesi Keskus-Jylänki (Pielavesi)",2652,1336,1316
"72430  Kumpula (Pielavesi)",252,138,114
"72490  Saarinen (Kuopio)",13,...,...
"72510  Jokijärvi (Pielavesi)",91,53,38
"72530  Säviäntaipale (Pielavesi)",207,110,97
"72550  Säviä (Pielavesi)",295,154,141
"72570  Vuorikylä (Pielavesi)",104,53,51
"72600  Keitele Keskus (Keitele)",1887,933,954
"72630  Kuusela-Rajala (Keitele)",94,52,42
"72710  Vaaraslahti (Pielavesi)",405,214,191
"72740  Laukkala (Pielavesi)",134,72,62
"72810  Jylhänkylä (Pielavesi)",138,79,59
"72840  Saarela (Pielavesi)",92,52,40
"72930  Tossavanlahti (Keitele)",103,55,48
"72950  Porttila (Keitele)",84,45,39
"72980  Petäjäkylä (Keitele)",71,42,29
"73100  Lapinlahti Keskus (Lapinlahti)",4878,2389,2489
"73110  Mäntylahti-Karvasalmi (Lapinlahti)",259,139,120
"73120  Nerkoo-Horsmanmäki (Lapinlahti)",517,278,239
"73200  Varpaisjärvi Keskus (Lapinlahti)",1725,862,863
"73230  Syvärinpää (Lapinlahti)",307,170,137
"73250  Korpijärvi (Lapinlahti)",179,99,80
"73300  Nilsiä Keskus (Kuopio)",2968,1405,1563
"73310  Tahkovuori (Kuopio)",82,43,39
"73320  Reittiö (Kuopio)",1200,648,552
"73350  Haluna (Kuopio)",441,235,206
"73360  Pajulahti (Kuopio)",601,319,282
"73410  Pieksänkoski (Kuopio)",247,132,115
"73460  Muuruvesi (Kuopio)",685,352,333
"73470  Västinniemi (Kuopio)",320,173,147
"73500  Juankoski Keskus (Kuopio)",2580,1297,1283
"73600  Kaavi Keskus (Kaavi)",2032,1014,1018
"73620  Kortteinen-Rasilampi (Kaavi)",233,126,107
"73640  Sivakkavaara (Kaavi)",101,52,49
"73645  Niinivaara-Onnivaara (Kaavi)",76,41,35
"73670  Luikonlahti (Kaavi)",464,232,232
"73710  Viitaniemi (Kuopio)",145,75,70
"73730  Losomäki (Kuopio)",70,36,34
"73770  Säyneinen-Ala-Siikajärvi (Kuopio)",506,279,227
"73810  Palonurmi-Aholansaari (Kuopio)",301,158,143
"73830  Keski-Siikajärvi (Kuopio)",233,123,110
"73850  Ala-Luosta-Riitasalo (Rautavaara)",89,51,38
"73860  Pykälikkö (Rautavaara)",0,0,0
"73900  Rautavaara Keskus (Rautavaara)",1300,697,603
"73970  Riitasalo (Rautavaara)",8,...,...
"73990  Kangaslahti (Rautavaara)",135,71,64
"74100  Iisalmi Keskus, Eteläinen (Iisalmi)",3845,1726,2119
"74120  Iisalmi Keskus Pohjoinen (Iisalmi)",6288,3033,3255
"74130  Kihmula (Iisalmi)",4792,2384,2408
"74140  Ritoniemi (Iisalmi)",1197,636,561
"74150  Laidunmäki (Iisalmi)",988,526,462
"74160  Koljonvirta (Iisalmi)",1092,578,514
"74170  Soinlahti (Iisalmi)",879,452,427
"74200  Vieremä Keskus (Vieremä)",2291,1157,1134
"74230  Salahmi (Vieremä)",417,213,204
"74240  Marttisenjärvi (Vieremä)",144,78,66
"74250  Nissilä (Vieremä)",101,56,45
"74270  Kauppilanmäki (Vieremä)",446,230,216
"74300  Sonkajärvi Keskus (Sonkajärvi)",2618,1345,1273
"74340  Sukeva-Kainuunmäki (Sonkajärvi)",674,358,316
"74345  Kalliosuo (Sonkajärvi)",62,36,26
"74360  Sonkakoski (Sonkajärvi)",157,88,69
"74380  Jyrkkä (Sonkajärvi)",80,44,36
"74390  Laakajärvi (Sotkamo)",62,39,23
"74420  Hernejärvi (Sonkajärvi)",287,164,123
"74470  Paloinen (Lapinlahti)",164,94,70
"74490  Koirakoski (Sonkajärvi)",115,62,53
"74510  Peltosalmi-Sourunsalo (Iisalmi)",768,407,361
"74520  Kirmanranta (Iisalmi)",527,268,259
"74540  Kotikylä (Iisalmi)",151,81,70
"74550  Pörsänmäki (Iisalmi)",215,119,96
"74590  Kurenpolvi (Vieremä)",307,171,136
"74595  Runni (Iisalmi)",628,329,299
"74610  Honkaranta (Kiuruvesi)",189,105,84
"74630  Heinäkylä (Kiuruvesi)",207,108,99
"74640  Sulkavanjärvi (Kiuruvesi)",154,83,71
"74670  Rapakkojoki (Kiuruvesi)",120,65,55
"74680  Myllyniemi (Kiuruvesi)",389,206,183
"74700  Kiuruvesi Keskus (Kiuruvesi)",5990,2960,3030
"74720  Niemiskylä (Kiuruvesi)",214,105,109
"74740  Aittojärvi (Kiuruvesi)",297,160,137
"74770  Kalliokylä (Kiuruvesi)",66,32,34
"74840  Koppeloharju (Kiuruvesi)",269,144,125
"74940  Remeskylä-Tihilänkangas (Kiuruvesi)",130,73,57
"74980  Tihilänkangas (Kiuruvesi)",38,24,14
"75500  Nurmes Keskus (Nurmes)",4055,2019,2036
"75530  Porokylä (Nurmes)",2731,1314,1417
"75650  Savikylä (Nurmes)",440,245,195
"75680  Ylä-Luosta (Rautavaara)",104,59,45
"75700  Valtimo Keskus (Nurmes)",1325,658,667
"75710  Karhunpää (Nurmes)",279,154,125
"75740  Pajukoski (Nurmes)",101,55,46
"75770  Puukari (Nurmes)",173,95,78
"75790  Rumo (Nurmes)",85,49,36
"75840  Ylä-Valtimo (Nurmes)",149,72,77
"75890  Saramo-Petäiskylä-Mujejärvi (Nurmes)",73,42,31
"75930  Petäiskylä (Nurmes)",50,27,23
"75940  Mujejärvi (Nurmes)",7,...,...
"75970  Kohtavaara (Nurmes)",97,55,42
"75990  Höljäkkä (Nurmes)",110,60,50
"76100  Pieksämäki Keskus (Pieksämäki)",5509,2578,2931
"76120  Kontiopuisto (Pieksämäki)",1889,952,937
"76130  Pappilanmäki (Pieksämäki)",965,458,507
"76150  Länsirinne (Pieksämäki)",3047,1432,1615
"76280  Partaharju (Pieksämäki)",154,80,74
"76620  Pyhitty (Pieksämäki)",140,72,68
"76780  Lamminmäki (Pieksämäki)",93,47,46
"76850  Naarajärvi (Pieksämäki)",2795,1424,1371
"76940  Nenonpelto (Pieksämäki)",198,94,104
"77110  Paltanen (Pieksämäki)",81,38,43
"77120  Venetmäki (Pieksämäki)",168,92,76
"77140  Huumala (Pieksämäki)",89,46,43
"77220  Neuvola (Pieksämäki)",154,83,71
"77240  Halkokumpu (Pieksämäki)",133,67,66
"77320  Hurskaala (Pieksämäki)",68,34,34
"77330  Virtasalmi Keskus (Pieksämäki)",585,298,287
"77350  Montola (Pieksämäki)",217,124,93
"77380  Kantala (Mikkeli)",130,70,60
"77430  Siikamäki (Pieksämäki)",377,209,168
"77460  Maavesi (Joroinen)",338,188,150
"77480  Savuniemi (Joroinen)",35,20,15
"77520  Haapakoski-Partaharju (Pieksämäki)",183,93,90
"77570  Jäppilä Keskus (Pieksämäki)",704,350,354
"77580  Tihusniemi (Pieksämäki)",165,88,77
"77600  Suonenjoki Keskus (Suonenjoki)",6423,3169,3254
"77630  Lempyy (Suonenjoki)",221,115,106
"77690  Suontee (Suonenjoki)",107,58,49
"77700  Rautalampi Keskus (Rautalampi)",2504,1235,1269
"77770  Myhinpää (Rautalampi)",111,63,48
"77800  Iisvesi (Suonenjoki)",510,283,227
"77910  Vaajasalmi (Rautalampi)",91,44,47
"77930  Kerkonjoensuu (Rautalampi)",372,200,172
"77960  Pakarila (Rautalampi)",5,...,...
"78200  Varkaus Keskus (Varkaus)",4399,2039,2360
"78210  Kuoppakangas (Varkaus)",1553,765,788
"78250  Päiviönsaari (Varkaus)",1027,506,521
"78300  Kommila (Varkaus)",2102,1061,1041
"78310  Puurtila (Leppävirta)",1101,567,534
"78400  Luttila (Varkaus)",1235,620,615
"78480  Timola (Leppävirta)",535,291,244
"78500  Pitkälänniemi-Könönpelto (Varkaus)",2364,1181,1183
"78610  Kurola (Varkaus)",232,121,111
"78710  Akonlahti (Varkaus)",685,383,302
"78850  Käpykangas (Joroinen)",2884,1397,1487
"78870  Kaura-Aho (Varkaus)",2312,1155,1157
"78880  Kuvansi (Joroinen)",1160,596,564
"78900  Ruokokoski (Varkaus)",222,114,108
"79100  Leppävirta Keskus (Leppävirta)",5381,2632,2749
"79130  Sorsakoski (Leppävirta)",923,481,442
"79140  Kotalahti (Leppävirta)",336,189,147
"79150  Konnuslahti-Valkeamäki (Leppävirta)",391,210,181
"79160  Saamaiskylä (Leppävirta)",62,36,26
"79180  Tuppurinmäki (Leppävirta)",33,21,12
"79190  Valkeamäki (Leppävirta)",40,21,19
"79230  Moninmäki (Leppävirta)",58,35,23
"79255  Kurjala-Moninmäki (Leppävirta)",149,75,74
"79265  Puponmäki (Leppävirta)",103,53,50
"79330  Näädänmaa (Leppävirta)",83,45,38
"79350  Itä-Soisalo (Leppävirta)",82,41,41
"79410  Niinimäki (Leppävirta)",138,66,72
"79480  Kangaslampi Keskus (Varkaus)",535,279,256
"79520  Viljolahti (Varkaus)",126,71,55
"79600  Joroinen Keskus (Joroinen)",2405,1172,1233
"79620  Huutokoski (Joroinen)",201,107,94
"79630  Kolma (Joroinen)",224,117,107
"79660  Kerisalo (Joroinen)",168,93,75
"79680  Lahnalahti (Joroinen)",136,78,58
"79690  Kaitainen (Joroinen)",182,97,85
"79700  Heinävesi Keskus (Heinävesi)",2234,1105,1129
"79810  Karvion kanava (Heinävesi)",214,105,109
"79820  Varistaipale (Heinävesi)",94,53,41
"79830  Palokki (Heinävesi)",69,30,39
"79850  Uusi-Valamo (Heinävesi)",0,0,0
"79860  Suuraho - Uusi-Valamo (Heinävesi)",159,97,62
"79885  Etelä-Petruma (Heinävesi)",66,36,30
"79895  Sarvikumpu (Heinävesi)",94,53,41
"79910  Kerma (Heinävesi)",230,120,110
"79940  Vihtari-Poikiinaho (Heinävesi)",148,91,57
"80100  Joensuu Keskus, Pohjoinen (Joensuu)",9640,4293,5347
"80110  Joensuu Keskus Eteläinen (Joensuu)",4638,2036,2602
"80130  Kanervala (Joensuu)",2380,1197,1183
"80140  Noljakka (Joensuu)",8477,4164,4313
"80160  Rantakylä-Latola (Joensuu)",10201,4990,5211
"80170  Utra (Joensuu)",3794,1936,1858
"80200  Niinivaara (Joensuu)",4452,2048,2404
"80210  Sairaala-alue (Joensuu)",10,...,...
"80220  Penttilä (Joensuu)",4074,1911,2163
"80230  Hukanhauta (Joensuu)",5926,2900,3026
"80260  Kettuvaara (Joensuu)",4943,2430,2513
"80330  Reijola (Joensuu)",2327,1165,1162
"80400  Ylämylly (Liperi)",5448,2708,2740
"80510  Onttola-Kunnasniemi (Kontiolahti)",1284,668,616
"80710  Lehmo (Kontiolahti)",5587,2820,2767
"80770  Kontiolahti as (Kontiolahti)",788,403,385
"80780  Kontioniemi (Kontiolahti)",399,189,210
"80790  Kontioranta-Kontioniemi (Kontiolahti)",58,35,23
"80850  Paihola (Kontiolahti)",539,294,245
"80910  Kulho (Kontiolahti)",1355,691,664
"81100  Kontiolahti (Kontiolahti)",2795,1353,1442
"81120  Katajaranta (Kontiolahti)",424,219,205
"81160  Romppala-Riihikangas (Kontiolahti)",236,141,95
"81200  Eno Keskus (Joensuu)",2646,1315,1331
"81210  Louhioja (Joensuu)",328,172,156
"81220  Jakokoski (Kontiolahti)",703,366,337
"81230  Mönni (Kontiolahti)",162,87,75
"81235  Lehtoi (Kontiolahti)",283,140,143
"81260  Ahveninen (Joensuu)",160,83,77
"81270  Paukkaja (Joensuu)",103,52,51
"81280  Uimaharju (Joensuu)",1582,815,767
"81290  Ukkola (Joensuu)",232,127,105
"81295  Haapalahti (Joensuu)",143,79,64
"81320  Kuismavaara (Joensuu)",36,22,14
"81330  Luhtapohja (Joensuu)",80,45,35
"81350  Tokrajärvi (Ilomantsi)",141,76,65
"81360  Sarvinki (Joensuu)",92,62,30
"81390  Revonkylä (Joensuu)",74,40,34
"81420  Tyrjänsaari (Ilomantsi)",69,33,36
"81430  Kivilahti (Ilomantsi)",74,42,32
"81450  Huhus-Käenkoski (Ilomantsi)",89,48,41
"81460  Käenkoski (Ilomantsi)",26,...,...
"81470  Naarva (Ilomantsi)",56,36,20
"81560  Vuonisjärvi (Lieksa)",169,93,76
"81570  Kelvä (Lieksa)",107,63,44
"81590  Vuonislahti (Lieksa)",136,75,61
"81650  Hattuvaara (Lieksa)",128,85,43
"81660  Lehmikylä (Lieksa)",13,...,...
"81700  Lieksa Keskus (Lieksa)",5402,2643,2759
"81720  Mähkö-Timitra (Lieksa)",2679,1373,1306
"81750  Pankakoski (Lieksa)",815,440,375
"81810  Jamali (Lieksa)",317,178,139
"81820  Kylänlahti (Lieksa)",310,179,131
"81850  Mätäsvaara (Lieksa)",128,76,52
"81860  Viekijärvi (Lieksa)",333,181,152
"81950  Pankajärvi (Lieksa)",81,44,37
"81970  Jongunjoki-Pankajärvi (Lieksa)",145,79,66
"82110  Heinävaara (Joensuu)",1028,534,494
"82120  Keskijärvi (Joensuu)",210,111,99
"82140  Kiihtelysvaara Keskus (Joensuu)",825,423,402
"82160  Oskola (Joensuu)",56,28,28
"82170  Uskali (Joensuu)",58,29,29
"82180  Huhtilampi (Joensuu)",75,44,31
"82200  Hammaslahti (Joensuu)",3106,1602,1504
"82210  Suhmura (Joensuu)",512,255,257
"82220  Niittylahti (Joensuu)",2165,1088,1077
"82290  Nieminen (Rääkkylä)",404,218,186
"82300  Rääkkylä Keskus (Rääkkylä)",911,439,472
"82310  Oravisalo-Varpasalo (Rääkkylä)",238,122,116
"82335  Rasivaara (Rääkkylä)",611,343,268
"82350  Tikkala (Tohmajärvi)",343,187,156
"82360  Onkamo (Tohmajärvi)",427,222,205
"82380  Tolosenmäki (Kitee)",443,235,208
"82395  Haarajärvi (Kitee)",139,71,68
"82430  Puhos-Leinovaara (Kitee)",843,439,404
"82460  Hummovaara (Kitee)",101,56,45
"82490  Heinoniemi (Kitee)",124,68,56
"82500  Kitee Keskus (Kitee)",5937,2863,3074
"82510  Kiteenlahti (Kitee)",261,142,119
"82580  Juurikka (Kitee)",329,189,140
"82590  Närsäkkälä (Kitee)",127,68,59
"82600  Tohmajärvi Keskus (Tohmajärvi)",2755,1413,1342
"82655  Värtsilä Keskus (Tohmajärvi)",294,160,134
"82660  Uusi-Värtsilä (Tohmajärvi)",194,109,85
"82670  Kaurila (Tohmajärvi)",109,58,51
"82675  Niirala-Jänisjoki (Tohmajärvi)",104,60,44
"82685  Littilä (Tohmajärvi)",179,94,85
"82710  Kovero (Joensuu)",406,211,195
"82730  Tuupovaara Keskus-Pirttiaho (Joensuu)",708,355,353
"82750  Öllölä (Joensuu)",105,65,40
"82760  Hoilola (Joensuu)",83,42,41
"82770  Kaustajärvi (Tohmajärvi)",25,...,...
"82815  Marjovaara (Joensuu)",128,71,57
"82820  Maukkula (Ilomantsi)",238,132,106
"82830  Haukivaara (Ilomantsi)",98,54,44
"82840  Pirttiaho (Joensuu)",32,20,12
"82850  Kinnasniemi (Joensuu)",64,38,26
"82865  Kokinvaara-Mannervaara (Joensuu)",40,24,16
"82870  Luutalahti (Joensuu)",31,18,13
"82880  Mannervaara (Joensuu)",18,...,...
"82900  Ilomantsi Keskus (Ilomantsi)",3580,1762,1818
"82915  Sonkaja (Ilomantsi)",187,96,91
"82960  Lehtovaara-Kuikkalampi (Ilomantsi)",114,67,47
"82967  Hattu (Ilomantsi)",79,44,35
"82980  Möhkö (Ilomantsi)",68,38,30
"83100  Liperi Keskus (Liperi)",2491,1233,1258
"83130  Salokylä (Liperi)",381,202,179
"83140  Puromäki (Liperi)",141,79,62
"83150  Roukalahti (Liperi)",213,111,102
"83160  Tutjunniemi (Liperi)",145,80,65
"83320  Risti-Juojärvi (Liperi)",68,38,30
"83330  Kaatamo (Liperi)",242,135,107
"83340  Kaarnalampi (Liperi)",91,52,39
"83400  Viinijärvi (Liperi)",1395,727,668
"83430  Käsämä (Liperi)",541,285,256
"83450  Vaivio (Liperi)",339,183,156
"83460  Harinjärvi (Liperi)",313,152,161
"83480  Ahonkylä (Liperi)",179,99,80
"83500  Outokumpu Keskus (Outokumpu)",5859,2897,2962
"83550  Kokonvaara (Outokumpu)",141,75,66
"83630  Kuusjärvi (Outokumpu)",405,209,196
"83660  Varislahti (Outokumpu)",292,155,137
"83700  Polvijärvi Keskus (Polvijärvi)",2328,1144,1184
"83720  Kuorevaara (Polvijärvi)",260,137,123
"83750  Sotkuma (Polvijärvi)",537,273,264
"83760  Sola (Polvijärvi)",85,49,36
"83780  Horsmanaho (Polvijärvi)",228,122,106
"83825  Kinahmo (Polvijärvi)",272,143,129
"83830  Hukkala (Polvijärvi)",118,62,56
"83835  Ruvaslahti (Polvijärvi)",231,122,109
"83840  Saarivaara (Polvijärvi)",47,30,17
"83855  Martonvaara-Sammakkovaara (Polvijärvi)",139,77,62
"83870  Polvela-Timovaara (Juuka)",205,115,90
"83880  Kajoo (Juuka)",167,94,73
"83900  Juuka Keskus (Juuka)",3416,1678,1738
"83910  Paalasmaa (Juuka)",78,38,40
"83915  Vihtasuo (Juuka)",8,...,...
"83940  Nunnanlahti (Juuka)",333,188,145
"83950  Ahmovaara (Juuka)",438,246,192
"83960  Koli (Lieksa)",240,129,111
"83985  Tuopanjoki (Juuka)",2,...,...
"84100  Ylivieska Keskus (Ylivieska)",13450,6656,6794
"84460  Tuomiperä (Ylivieska)",188,109,79
"84540  Vähäkangas (Ylivieska)",574,309,265
"84650  Kantokylä (Ylivieska)",243,127,116
"84770  Isokoski (Ylivieska)",89,48,41
"84880  Raudaskylä (Ylivieska)",656,359,297
"85100  Kalajoki Keskus (Kalajoki)",6824,3382,3442
"85120  Metsä (Kalajoki)",262,143,119
"85140  Tynkä (Kalajoki)",820,416,404
"85150  Typpö (Kalajoki)",292,154,138
"85160  Rautio (Kalajoki)",617,343,274
"85180  Rahja (Kalajoki)",453,234,219
"85200  Alavieska Keskus (Alavieska)",2059,1063,996
"85210  Kähtävä (Alavieska)",232,123,109
"85230  Talus (Alavieska)",253,148,105
"85310  Sievi Asemanseutu (Sievi)",524,281,243
"85320  Markkula (Sievi)",253,131,122
"85340  Jyrinki (Sievi)",742,395,347
"85410  Sievi Keskus (Sievi)",2024,1004,1020
"85430  Koivisto (Sievi)",581,300,281
"85450  Joenkylä (Sievi)",257,140,117
"85470  Kiiskilampi (Sievi)",518,282,236
"85500  Nivala Keskus (Nivala)",7412,3687,3725
"85540  Mönkö (Nivala)",569,299,270
"85560  Ainastalo (Nivala)",477,266,211
"85580  Karvoskylä (Nivala)",691,374,317
"85620  Sarja (Nivala)",263,138,125
"85630  Sarjanahde (Nivala)",597,324,273
"85640  Maliskylä (Nivala)",505,263,242
"85660  Ruuskankylä (Nivala)",175,94,81
"85710  Parkkila (Haapajärvi)",380,210,170
"85730  Tulppo (Haapajärvi)",127,70,57
"85800  Haapajärvi Keskus (Haapajärvi)",5472,2720,2752
"85820  Oksava (Haapajärvi)",841,459,382
"85840  Kuona (Haapajärvi)",318,176,142
"85900  Reisjärvi Keskus (Reisjärvi)",1902,964,938
"85930  Kangaskylä-Tolpankangas (Reisjärvi)",221,111,110
"85940  Räisälänmäki (Reisjärvi)",217,117,100
"85980  Köyhänperä (Reisjärvi)",353,188,165
"86100  Pyhäjoki Keskus (Pyhäjoki)",1850,960,890
"86110  Parhalahti (Pyhäjoki)",349,183,166
"86160  Pirttikoski (Pyhäjoki)",293,153,140
"86170  Yppäri (Pyhäjoki)",593,312,281
"86210  Petäjäskoski (Oulainen)",193,102,91
"86220  Merijärvi Keskus (Merijärvi)",807,429,378
"86230  Ylipää (Merijärvi)",132,69,63
"86240  Pyhänkoski (Merijärvi)",207,114,93
"86300  Oulainen Keskus (Oulainen)",6657,3243,3414
"86350  Kilpua (Oulainen)",119,62,57
"86360  Ilveskorpi (Raahe)",206,117,89
"86400  Vihanti Keskus (Raahe)",1682,870,812
"86440  Lampinsaari (Raahe)",246,119,127
"86460  Alpua (Raahe)",369,189,180
"86470  Lumimetsä (Raahe)",180,95,85
"86480  Karhukangas (Haapavesi)",47,24,23
"86510  Matkaniva (Oulainen)",288,150,138
"86530  Annonen (Haapavesi)",172,89,83
"86550  Mieluskylä (Haapavesi)",382,220,162
"86600  Haapavesi Keskus (Haapavesi)",5232,2607,2625
"86650  Kytökylä-Joutenniva (Haapavesi)",473,253,220
"86680  Vatjusjärvi (Haapavesi)",444,239,205
"86690  Karsikas (Haapavesi)",160,91,69
"86710  Kärsämäki Keskus (Kärsämäki)",2600,1363,1237
"86790  Venetpalo (Kärsämäki)",0,0,0
"86800  Pyhäsalmi (Pyhäjärvi)",4039,2014,2025
"86810  Pellikkaperä (Pyhäjärvi)",173,88,85
"86850  Hiidenniemi (Pyhäjärvi)",228,122,106
"86870  Vesikoski (Pyhäjärvi)",257,137,120
"86900  Pyhäkumpu (Pyhäjärvi)",466,246,220
"86980  Väliaho (Pyhäjärvi)",56,31,25
"87100  Kajaani Keskus (Kajaani)",5928,2630,3298
"87150  Purola (Kajaani)",2266,1168,1098
"87200  Teppana (Kajaani)",3989,1863,2126
"87250  Kättö-Kätönlahti (Kajaani)",4417,2197,2220
"87300  Palokangas (Kajaani)",1068,517,551
"87400  Petäisenniska (Kajaani)",1765,886,879
"87500  Lehtikangas (Kajaani)",5850,2906,2944
"87700  Lohtaja-Kettu (Kajaani)",4021,2116,1905
"87800  Vuoreslahti (Kajaani)",910,486,424
"87830  Nakertaja (Kajaani)",1517,779,738
"87850  Paltaniemi (Kajaani)",483,251,232
"87900  Karankalahti (Kajaani)",460,252,208
"87910  Linnantaus (Kajaani)",506,274,232
"87930  Salmijärvi (Kajaani)",288,132,156
"87950  Kuluntalahti (Kajaani)",953,497,456
"87970  Jormua (Kajaani)",471,249,222
"88120  Tuhkakylä (Sotkamo)",83,48,35
"88200  Otanmäki-Kytökoski (Kajaani)",932,510,422
"88270  Vuolijoki Keskus (Kajaani)",847,428,419
"88300  Paltamo Keskus (Paltamo)",2168,1088,1080
"88310  Melalahti (Paltamo)",210,110,100
"88340  Manamansalo (Vaala)",81,49,32
"88350  Kivesjärvi (Paltamo)",110,55,55
"88380  Mieslahti (Paltamo)",229,121,108
"88400  Ristijärvi Keskus-Hiisijärvi (Ristijärvi)",1180,615,565
"88440  Jokikylä (Ristijärvi)",70,37,33
"88460  Hiisijärvi (Ristijärvi)",46,25,21
"88470  Kontiomäki (Paltamo)",522,272,250
"88490  Pohjavaara (Sotkamo)",246,124,122
"88530  Paakki (Sotkamo)",99,57,42
"88600  Sotkamo Keskus (Sotkamo)",6345,3062,3283
"88610  Vuokatti (Sotkamo)",2592,1334,1258
"88615  Vuokatin Urheiluopisto (Sotkamo)",0,0,0
"88620  Korholanmäki (Sotkamo)",496,269,227
"88640  Ontojoki (Sotkamo)",70,33,37
"88670  Juurikkalahti-Maanselkä (Sotkamo)",191,100,91
"88690  Maanselkä (Sotkamo)",45,27,18
"88730  Ylä-Vieksi (Kuhmo)",121,68,53
"88740  Härmänkylä-Iivantiira (Kuhmo)",76,45,31
"88760  Iivantiira (Kuhmo)",144,88,56
"88820  Katerma (Kuhmo)",9,...,...
"88900  Kuhmo Keskus (Kuhmo)",7595,3882,3713
"88930  Lentiira-Kuumu (Kuhmo)",289,172,117
"88940  Kuumu (Kuhmo)",24,...,...
"89110  Törmänmäki (Puolanka)",44,27,17
"89140  Kotila-Törmänmäki (Puolanka)",90,56,34
"89200  Puolanka Keskus (Puolanka)",2169,1108,1061
"89210  Puokiovaara (Puolanka)",66,37,29
"89320  Joukokylä (Puolanka)",108,66,42
"89330  Suolijärvi (Puolanka)",65,35,30
"89400  Hyrynsalmi Keskus (Hyrynsalmi)",1979,1022,957
"89430  Hoikka (Hyrynsalmi)",43,25,18
"89440  Sakara (Suomussalmi)",87,45,42
"89540  Moisiovaara (Hyrynsalmi)",190,108,82
"89560  Karhuvaara (Hyrynsalmi)",72,34,38
"89600  Ämmänsaari (Suomussalmi)",5054,2462,2592
"89610  Jumaliskylä (Suomussalmi)",60,32,28
"89640  Pesiökylä (Suomussalmi)",107,59,48
"89660  Takalo (Suomussalmi)",104,55,49
"89670  Näljänkä (Suomussalmi)",202,121,81
"89680  Vaaranniva (Suomussalmi)",90,52,38
"89730  Ahjola (Suomussalmi)",32,18,14
"89740  Kianta (Suomussalmi)",50,26,24
"89760  Piispajärvi-Peranka-Kaikkoinen (Suomussalmi)",86,53,33
"89770  Peranka (Suomussalmi)",42,19,23
"89780  Kaikkonen (Suomussalmi)",60,36,24
"89800  Suomussalmi Keskus (Suomussalmi)",1386,746,640
"89830  Ala-Vuokki (Suomussalmi)",45,26,19
"89840  Ylä-Vuokki (Suomussalmi)",53,35,18
"89920  Ruhtinansalmi (Suomussalmi)",317,175,142
"90100  Oulu Keskus (Oulu)",8314,3882,4432
"90120  Heinäpää (Oulu)",6817,3213,3604
"90130  Raksila (Oulu)",6200,2878,3322
"90140  Karjasilta (Oulu)",3266,1466,1800
"90150  Höyhtyä (Oulu)",5904,2877,3027
"90220  Kontinkangas (Oulu)",658,310,348
"90230  Värttö-Maikkula (Oulu)",7324,3447,3877
"90240  Iinatti (Oulu)",6249,3101,3148
"90250  Kaukovainio (Oulu)",6794,3353,3441
"90310  Madekoski (Oulu)",2780,1428,1352
"90400  Äimärautio (Oulu)",1422,656,766
"90410  Kaakkuri (Oulu)",4238,2157,2081
"90420  Metsokangas (Oulu)",10848,5436,5412
"90440  Kempele Keskus (Kempele)",9513,4675,4838
"90450  Honkanen (Kempele)",8165,4124,4041
"90460  Oulunsalo Keskus (Oulu)",8840,4475,4365
"90470  Varjakka (Oulu)",1157,601,556
"90480  Hailuoto (Hailuoto)",967,499,468
"90500  Tuira (Oulu)",8280,3897,4383
"90510  Hietasaari (Oulu)",1842,872,970
"90520  Taskila-Toppila (Oulu)",6114,3103,3011
"90530  Välivainio (Oulu)",5723,2866,2857
"90540  Kuivasjärvi (Oulu)",11937,6048,5889
"90550  Pyykösjärvi-Puolivälikangas (Oulu)",4400,2115,2285
"90560  Koskela-Oulu (Oulu)",2929,1429,1500
"90570  Kaijonharju-Linnanmaa (Oulu)",8011,4437,3574
"90580  Rajakylä (Oulu)",4373,2269,2104
"90590  Teknologiakylä (Oulu)",0,0,0
"90620  Rusko-Heikinharju (Oulu)",535,299,236
"90630  Korvensuora (Oulu)",7640,3919,3721
"90650  Haapalehto (Oulu)",10263,5092,5171
"90660  Sanginsuu (Oulu)",624,339,285
