Sukunimi,Nimenhaltijoita yhteensä
Väre,657
Tyrväinen,656
Mikkilä,655
Roiha,655
Sandelin,653
Taponen,653
Tuuri,653
Häyrynen,652
Muurinen,651
Pylvänäinen,651
Tiensuu,651
Uotinen,651
Kattelus,650
Suutarinen,650
Björn,649
Alastalo,648
Mankinen,648
Uski,648
Suihkonen,647
Koivusalo,646
Mustajärvi,646
Tommila,646
Raitio,645
Sääskilahti,645
Hoikkala,644
Harjunpää,642
Kiiveri,642
Summanen,642
Suoranta,642
Uusimäki,642
Leppäniemi,641
Tuokko,640
Vuolle,640
Rummukainen,639
Vitikainen,639
Huhtinen,638
Rönnberg,638
Syvänen,638
Friberg,636
Mansikkamäki,636
Virtala,636
Hirvi,635
Jaskari,635
Kanninen,635
Kohvakka,635
Ritola,635
Heinola,634
Silventoinen,634
Viitamäki,634
Mänttäri,632
Häkli,631
Jalo,631
Wikman,631
Mynttinen,630
Sassi,630
Viertola,629
Kuosa,627
Mölsä,627
Piispa,627
Virkkala,627
Väistö,627
Broman,626
Javanainen,626
Pärnänen,626
Vähämäki,626
Hannuksela,625
Koho,625
Luukkainen,625
Hukka,624
Söderman,624
Vanninen,624
Ikäheimo,623
Hotti,622
Larsson,622
Pukkila,622
Roponen,622
Tuovila,622
Kilpi,621
Matero,621
Pätsi,621
Wiklund,621
Inkeroinen,620
Häggman,619
Lehtoranta,619
Mulari,619
Kero,618
Marjanen,618
Villanen,618
Blomster,617
Puputti,617
Hyväri,616
Oikari,616
Katila,615
Kivilahti,615
Mikola,615
Paunonen,615
Simpanen,614
Vähätalo,614
Köykkä,613
Nikulainen,613
Ståhl,613
Vähäkuopus,613
Ingman,612
Hannonen,611
Heininen,611
Niemeläinen,611
Ritvanen,611
Välikangas,611
Rokka,610
Hulkko,609
Kaivola,609
Tilli,609
Vasara,609
Enberg,608
Myllys,608
Akkanen,607
Lindblad,607
Liukko,606
Natunen,606
Saranpää,606
Halminen,604
Leikas,604
Pihlajamaa,604
Leppä,603
Kleemola,602
Skyttä,602
Sulonen,602
Kähärä,601
Nikkola,601
Perttunen,601
Hellgren,600
Tapanainen,600
Torkkeli,600
Mutikainen,599
Teppo,599
Torikka,599
Kontinen,598
Nissi,598
Ruottinen,598
Toppinen,598
Vertanen,597
Hietaniemi,596
Kerttula,596
Pitkälä,596
Haapasaari,593
Lundqvist,593
Björkqvist,592
Keronen,592
Perämäki,591
Westman,591
Posio,590
Ruoho,590
Riihelä,589
Sundholm,589
West,589
Bollström,588
Joronen,588
Kokki,588
Simula,588
Tuomala,588
Hemminki,587
Mansikka,587
Niininen,587
Finne,586
Ilmonen,586
Nyrhinen,586
Takkunen,586
Abdi,585
Paalanen,585
Rantonen,585
Honka,584
Kaakinen,584
Saarijärvi,584
Väliaho,584
Erola,583
Pirilä,583
Tiusanen,583
Behm,582
Onnela,582
Sipponen,582
Stenius,582
Kakkonen,581
Kontturi,581
Hyyppä,580
Ahopelto,579
Isokangas,579
Latva,579
Majava,579
Tapola,579
Hännikäinen,578
Innanen,578
Paakki,578
Karhumaa,577
Korpelainen,577
Malkki,577
Tuunainen,577
Kanto,576
Lindh,576
Mäntyniemi,576
Heinilä,574
Huttu,574
Juusola,574
Honkaniemi,573
Maaranen,573
Mattinen,573
Päkkilä,573
Ojaniemi,571
Roivas,571
Kanervo,570
Lamminmäki,570
Sund,570
Ilonen,569
Ilves,569
Lantto,569
Lavikainen,569
Murtomäki,569
Haukka,567
Lehtovaara,566
Hemmilä,565
Kylmänen,565
Oittinen,565
Sonninen,565
Tallgren,565
Törnqvist,565
Hussein,564
Petäjä,564
Pirskanen,564
Kronqvist,563
Kunttu,563
Karsikas,562
Leppämäki,562
Paukku,562
Rapo,562
Mettälä,561
Sirkka,561
Sjöström,561
Ståhlberg,561
Paronen,560
Kareinen,559
Puumala,559
Husso,558
Hentilä,557
Palmroth,557
Suoniemi,557
Ulmanen,557
Hanhela,556
Kahila,556
Lonka,556
Noponen,556
Stolt,556
Viitasaari,556
Karhapää,555
Kukko,555
Pudas,555
Saksa,555
Blomerus,554
Hyytinen,554
Isoniemi,554
Karppi,554
Kautonen,554
Leiviskä,554
Sandvik,552
Hirsimäki,551
Impola,551
Ruponen,551
Åström,551
Hentunen,550
Hyry,550
Mylläri,550
Tornberg,550
Lauri,549
Lehtilä,549
Piitulainen,549
Sjögren,548
Saarni,547
Sorvali,547
Tanttu,547
Alanne,546
Mourujärvi,546
Hanski,545
Kiviaho,545
Hiltula,544
Paakkari,544
Rimpiläinen,544
Lehtiö,542
Liedes,542
Lukkarila,541
Halmetoja,540
Häkkilä,540
Metsäranta,540
Peiponen,540
Sintonen,540
Hellberg,539
Rautakoski,539
Tokola,539
Hatakka,538
Tulonen,538
Jokiranta,537
Juselius,537
Huuhka,536
Linden,535
Strandberg,535
Winter,535
Kaila,534
Kaleva,534
Naskali,534
Pahkala,534
Selenius,534
Granroth,533
Puikkonen,533
Heiska,532
Mörsky,532
Viik,532
Välitalo,531
Ahtola,530
Olsson,530
Patrikainen,530
Sten,530
Vallius,530
Vilen,530
Rehn,529
Alm,528
Hautakangas,528
Lemmetty,528
Pirnes,528
Hannila,527
Kytömäki,527
Lönnberg,527
Pekkinen,527
Törmälä,527
Mäkiranta,526
Pölkki,526
Wickström,526
Hoffren,525
Lehmus,525
Sinkko,525
Terävä,525
Alenius,524
Koivikko,524
Laari,523
Palmroos,523
Rönn,523
Siivola,523
Palojärvi,522
Alander,521
Rentola,521
Romo,521
Hiljanen,520
Iivanainen,520
Malkamäki,520
Vierikko,520
Pakanen,519
Siirilä,519
Soukka,519
Körkkö,518
Lamminpää,518
Pöysti,518
Sandholm,518
Vettenranta,518
Vähäsöyrinki,518
Kokkola,517
Silvola,517
Heikkala,516
Kivijärvi,516
Perkkiö,516
Vuorisalo,516
Humalajoki,515
Hagelberg,514
Janhonen,514
Louhelainen,513
Murtonen,513
Nuotio,513
Sahlberg,513
Somero,513
Hekkala,512
Svahn,512
Valkeinen,512
Koukkari,511
Mänty,511
Niinikoski,511
Raudaskoski,511
Saaranen,511
Örn,511
Mård,510
Niemenmaa,510
Säteri,510
Havia,509
Maukonen,509
Åman,509
Grankulla,508
Hörkkö,508
Kamula,508
Meronen,508
Peltokorpi,508
Pyy,508
Sarin,508
Hurri,507
Kuukka,507
Maunu,507
Ojalehto,507
Vilhunen,507
Kalliola,506
Rintanen,506
Arminen,505
Jarva,505
Niska,505
Grundström,504
Harjunen,504
Pykäläinen,504
Ranki,504
Viitasalo,504
Hjelt,503
Isopahkala,503
Puskala,503
Savinainen,503
Auranen,502
Hilden,502
Lohilahti,502
Pajarinen,502
Piira,502
Arvonen,501
Wahlroos,501
Ikäheimonen,500
Laurell,500
Lavonen,500
Palin,500
Savonen,500
Heikka,499
Huikuri,499
Carlsson,498
Aromaa,497
Kallonen,497
Keisala,497
Savikko,497
Kurttila,495
Le,495
Lindvall,495
Kullberg,494
Kurppa,494
Lahikainen,494
Lehtovirta,494
Rikkonen,494
Junno,493
Lindroth,493
Matikka,493
Saarimäki,493
Österholm,493
Kotila,492
Krook,492
Rönnqvist,492
Stenvall,492
Strand,491
Kontiainen,490
Siitari,490
Valve,490
Hannus,489
Isola,489
Juslin,489
Kylmälä,489
Salakka,489
Haglund,488
Paakkinen,488
Tolppanen,488
Forssell,487
Kyrö,487
Lätti,487
Granberg,486
Lesonen,486
Lyyra,486
Masalin,486
Orpana,486
Rahko,486
Bruun,485
Kouhia,485
Pelli,485
Siirtola,485
Westerberg,485
Aura,484
Mäkäräinen,484
Hytti,483
Ihamäki,483
Kuru,483
Lundgren,483
Isokääntä,482
Jakonen,482
Mannermaa,482
Nevanperä,482
Soronen,482
Haaparanta,480
Haapsaari,480
Henttinen,480
Pirttimäki,480
Veteläinen,480
Ahlberg,479
Venho,479
Koskiniemi,478
Lehtikangas,478
Tukia,477
Kuismin,476
Silvonen,476
Valonen,476
Airola,475
Uosukainen,475
Salenius,474
Suikki,474
Lahtonen,473
Koivusaari,472
Kotajärvi,472
Löfgren,472
Vepsä,472
Viinanen,472
Iltanen,471
Myllymaa,471
Pulkkanen,471
Susi,471
Veijola,471
Kaksonen,470
Ranne,470
Sohlman,470
Lappeteläinen,469
Mujunen,469
Wessman,469
Hilli,468
Kerola,468
Nikunen,468
Oikarainen,468
Petäjäjärvi,468
Polvinen,468
Tuikka,467
Mahlamäki,466
Raassina,466
Arffman,465
Purmonen,465
Ruokamo,465
Ahti,464
Lainio,464
Siipola,464
Taipalus,464
Hietalahti,463
Järviö,463
Kallionpää,463
Komu,463
Sieppi,463
Yrjänä,463
Kokkinen,462
Lundén,462
Löytynoja,462
Väkeväinen,462
Marjamaa,461
Vesanto,460
Ahlskog,458
Isokoski,458
Nordling,458
Ainasoja,457
Haapa-aho,457
Hätönen,457
Klasila,457
Kohtala,457
Miinalainen,457
Tepponen,457
Holmqvist,456
Rauma,456
Singh,456
Danielsson,455
Kiiskilä,455
Vallin,455
Vastamäki,455
Hannukainen,454
Levo,454
Turja,454
Fors,453
Kellokoski,453
Ritala,453
Starck,453
Udd,453
Kirjonen,452
Liski,452
Slotte,452
Kuukasjärvi,451
Lehtelä,451
Mäensivu,451
Pohja,451
Siiskonen,451
Hägg,450
Kiviluoma,450
Lönnroth,450
Piri,450
Möller,449
Ruuth,449
Tienhaara,449
Jämsén,448
Mustalahti,448
Hoffrén,447
Ignatius,447
Honkasalo,446
Sorvisto,446
Enlund,445
Juusela,445
Kahelin,445
Kotamäki,445
Olander,445
Sjöman,445
Jumppanen,444
Kammonen,444
Kaunismäki,444
Meskanen,443
Kariniemi,442
Tapper,442
Temonen,441
Jukarainen,440
Kivekäs,440
Lamminaho,440
Leponiemi,440
Luhtanen,440
Saavalainen,440
Kaarlela,439
Mettovaara,439
Ruohomäki,439
Sikanen,439
Vuoti,439
Hasu,438
Haimi,437
Heinämäki,437
Hyytiä,437
Ibrahim,437
Kiili,437
Reini,437
Siljander,437
Winberg,437
Ruohola,436
Tihinen,436
Tyynelä,436
Castrén,435
Palander,435
Salokangas,435
Volanen,435
Vuokila,435
Haikola,434
Liljeström,434
Raittila,434
Kajava,433
Kultanen,433
Lautala,433
Tallberg,433
Ikäläinen,432
Kelloniemi,432
Koskimies,432
Rantasalo,432
Vaahtera,432
Väinölä,432
Aitto-oja,431
Haikarainen,431
Juhala,431
Kämppi,431
Miikkulainen,431
Peurala,431
Syri,431
Tyyskä,431
Heiskari,430
Hietakangas,430
Iivari,430
Jurmu,430
Kalenius,430
Kiukas,430
Lakso,430
Lukka,430
Wilén,430
Vimpari,430
Sahlman,429
Panula,428
Sokka,428
Kortesalmi,427
Laulainen,427
Raittinen,427
Rytilahti,427
Törnroos,427
Mäyrä,426
Relander,426
Simolin,426
Halkola,425
Pokela,425
Sundelin,425
Karjula,424
Vilkki,424
Virkkula,424
Kykkänen,423
Dufva,422
Jokisalo,422
Järvelin,422
Kestilä,422
Perätalo,422
Silén,422
Sirola,422
Helén,421
Jokiaho,421
Rusi,421
Schwartz,421
Göös,420
Malila,420
Löfman,419
Ålander,419
Björkskog,418
Sinervo,418
Ahlström,417
Engman,417
Juujärvi,417
Kuhmonen,417
Lindman,417
Ritari,417
Hammar,416
Laihonen,416
Tammilehto,416
Kuismanen,415
Moberg,415
Mällinen,415
Hotakainen,414
Jolkkonen,414
Ratinen,414
Tanhuanpää,414
Lehtisalo,413
Luoma-aho,413
Marjakangas,413
Pitkäranta,413
Teikari,413
Villman,413
Alakoski,412
Grahn,412
Teräs,412
Tuominiemi,412
Haapoja,411
Hautakoski,411
Khan,411
Pihlava,411
Skogberg,411
Vilander,411
Astikainen,410
Karinen,410
Kokkoniemi,410
Lammela,410
Palmgren,410
Sivén,410
Stenfors,410
Wahlberg,410
Kittilä,409
Leppäkoski,409
Pallari,409
Toivio,409
Kosola,408
Sulin,408
Hartman,407
Jortikka,407
Mursu,407
Mutka,407
Saine,407
Airas,406
Kytö,406
Närvänen,406
Vidgren,406
Väkiparta,406
Flinkman,405
Hägglund,405
Joutsen,405
Koivumaa,405
Stenholm,405
Varila,405
Kuivanen,404
Kumpumäki,404
Silfver,403
Jänkälä,402
Orre,402
Sutela,402
Talonen,402
Åkerman,402
Huupponen,401
Iivarinen,401
Inkilä,401
Jämsen,400
Luukko,400
Pham,400
Harmaala,399
Pettinen,399
Raiskio,399
Tallqvist,399
Hätinen,398
Kenttälä,398
Koiranen,398
Pasma,398
Kaipiainen,397
Kotanen,397
Packalén,397
Rasimus,397
Ilkka,396
Kangasmäki,396
Korteniemi,396
Mertala,396
Somppi,396
Söderberg,396
Holmi,395
Holmlund,395
Jurvelin,395
Luiro,395
Muranen,395
Smith,395
Verho,395
Mohamud,394
Pietarila,394
Puurtinen,394
Kaarre,393
Lehmonen,393
Timperi,393
Vähä,393
Jama,392
Kivikoski,392
Majaniemi,392
Saha,392
Willberg,392
Ravantti,391
Vuorenpää,391
Äijö,391
Autere,390
Collin,390
Enroth,390
Halmela,390
Hintsanen,390
Kattilakoski,390
Kaukinen,390
Liikkanen,390
Fält,389
Pirkola,389
Pirttijärvi,389
Raninen,389
Saloniemi,389
Tahkola,389
Vattulainen,389
Haajanen,388
Pinola,388
Tourunen,388
Kääriä,387
Moisanen,387
Palovaara,387
Hirvikoski,386
Hovila,386
Jormakka,386
Korolainen,386
Koskimaa,386
Ratia,386
Svärd,386
Vakkuri,386
Bergholm,385
Oravainen,385
Ursin,385
Alaluusua,384
Glad,384
Sistonen,383
Suontausta,383
Hihnala,382
Olenius,382
Hansson,381
Korjus,381
Käppi,381
Laukkarinen,381
Limnell,381
Palenius,381
Välilä,381
Haikara,380
Hannikainen,380
Lantta,380
Dahlberg,379
Grönstrand,379
Impiö,379
Kuorikoski,379
Kylänpää,379
Lustig,379
Pessi,379
Strengell,379
Vänttilä,379
Hattunen,378
Meriluoto,378
Osman,378
Partinen,378
Sarja,378
Toivainen,378
Vaattovaara,378
Brander,377
Kousa,377
Kouvalainen,377
Kyröläinen,377
Sikiö,377
Toppari,377
Welling,377
Lehtosaari,376
Lemmetyinen,376
Levonen,376
Omar,376
Patronen,376
Puonti,376
Tommola,376
Wilenius,376
Vähämaa,376
Kuokka,375
Outinen,375
Sarén,375
Veikkolainen,375
Winqvist,375
Hernesniemi,374
Kamunen,374
Kreivi,374
Pousi,374
Raussi,374
Risku,374
Sariola,374
Syrjäläinen,374
Urpilainen,374
Laakko,373
Maja,373
Pohjanen,373
Rahunen,373
Rasmus,373
Timlin,373
Hietaharju,372
Kehusmaa,372
Luokkala,372
Myllyoja,372
Olkinuora,372
Pulkka,372
Säilä,372
Ämmälä,372
Mero,371
Vehmanen,371
Häikiö,370
Lattu,370
Sorvoja,370
Vähäsarja,370
Rostedt,369
Vitikka,369
Kyyhkynen,368
Pylkkönen,368
Tiikkainen,368
Vienonen,368
Jaara,367
Junkkari,367
Lyly,367
Naakka,367
Puolitaival,367
Stark,367
Torppa,367
Veikkola,367
Alamäki,366
Knuuti,366
Purho,366
Svensson,366
Uronen,366
Vasama,366
Koskenniemi,365
Merivirta,365
Tiirikainen,365
Grönvall,364
Koivuluoma,364
Kähönen,364
Nuora,364
Pokkinen,363
Salmijärvi,363
Sipinen,363
Varjo,363
Vilppola,363
Asunmaa,362
Fabritius,362
Frilander,362
Kilpiö,362
Kotro,362
Löf,362
Rahikka,362
Ryyppö,362
Röntynen,362
Hast,361
Himanka,361
Kempas,361
Lemström,361
Oksala,361
Peteri,361
Pirkkalainen,361
Riutta,361
Ruonala,361
Hartonen,360
Horttanainen,360
Kangasluoma,360
Komppa,360
Kovero,360
Mälkiä,360
Bärlund,359
Kaija,359
Laasanen,359
Nummila,359
Pekkonen,359
Liuska,358
Aholainen,357
Alakärppä,357
Mustaniemi,357
Myllyaho,357
Riikola,357
Kaisto,356
Nikkari,356
Rousu,356
Fellman,355
Lääperi,355
Pihlainen,355
Sjöroos,355
Ahvonen,354
Aittola,354
Kaukoranta,354
Ketolainen,354
Kunelius,354
Monto,354
Partti,354
Kerminen,353
Koskenkorva,353
Stenbäck,353
Södergård,353
Typpö,353
Pirttimaa,352
Rakkolainen,352
Sillman,352
Tampio,352
Majamäki,351
Oranen,351
Saukkoriipi,351
Tani,351
Jaako,350
Mellin,350
Partala,350
Valjus,350
From,349
Hauhia,349
Häkkänen,349
Kraft,349
Lallukka,349
Paloheimo,349
Cederberg,348
Dahlgren,348
Salokannel,348
Vesterlund,348
Vääräniemi,348
Ahlstedt,347
Ellonen,347
Hurmerinta,347
Jääskö,347
Lehkonen,347
Mickelsson,347
Selkälä,347
Säisä,347
Tuomivaara,347
Vienola,347
Kasanen,346
Pantsar,346
Pihl,346
Pukki,346
Verronen,346
Grön,345
Hansen,345
Hopia,345
Rosti,345
Yletyinen,345
Ylijoki,345
Huurinainen,344
Pirttilä,344
Hietamies,343
Tiilikka,343
Harri,342
Hokka,342
Jyrkinen,342
Käki,342
Laukkonen,342
Pienimäki,342
Pulkki,342
Rekonen,342
Ahtonen,341
Argillander,341
Flinck,341
Kälkäjä,341
Lumijärvi,341
Maksimainen,340
Myllärinen,340
Nikki,340
Suihko,340
Tanska,340
Alitalo,339
Byman,339
Hanhisuanto,339
Kemiläinen,339
Liikala,339
Merinen,339
Molander,339
Paljakka,339
Wahlman,339
Kaarela,338
Leppäaho,338
Perttilä,338
Wasenius,338
Hahl,337
Himberg,337
Kaukola,337
Klemets,337
Tiikkaja,337
Tontti,337
Bäcklund,336
Kuusniemi,336
Riihinen,336
Rönnholm,336
Åhman,336
Dahlman,335
Elovaara,335
Hakanpää,335
Kultalahti,335
Mauno,335
Mäntymäki,335
Mättö,335
Niinistö,335
Pihlström,335
Puoskari,335
Syväjärvi,335
Toppila,335
Vallenius,335
Einola,334
Fager,334
Hakomäki,334
Hauta-aho,334
Kukkula,334
Nordqvist,333
Siimes,333
Vanne,333
Fröberg,332
Hurtig,332
Kuntsi,332
Majanen,332
Mäntysaari,332
Riski,332
Tomperi,332
Tupala,332
Arpiainen,331
Kuukkanen,331
Levola,331
Sankala,331
Huikko,330
Renvall,330
Saariniemi,330
Ekberg,329
Hermunen,329
Isomaa,329
Koutonen,329
Liljeqvist,329
Manni,329
Passi,329
Tabell,329
Vataja,329
Hiironen,328
Karell,328
Kellokumpu,328
Lähdemäki,328
Polojärvi,328
Puolakanaho,328
Rekilä,328
Ågren,328
Hamari,327
Jumisko,327
Kotala,327
Kuhanen,327
Pyrhönen,327
Riihijärvi,327
Sipari,327
Flyktman,326
Högström,326
Kaipio,326
Koivukoski,326
Korkiamäki,326
Linnala,326
Maijanen,326
Sand,326
Saunamäki,326
Säntti,326
Talvio,326
Vahala,326
Andersin,325
Korppi,325
Lampila,325
Luukka,325
Lähdekorpi,325
Marttala,325
Meuronen,325
Paappanen,325
Persson,325
Frisk,324
Hellstén,324
Hiekkanen,324
Markus,324
Uuttu,324
Varjus,324
Michelsson,323
Näsi,323
Parkkari,323
Perttu,323
Salli,323
Shemeikka,323
Tapani,323
Vehniäinen,323
Hoikka,322
Kalpio,322
Karhinen,322
Kyyrö,322
Ohvo,322
Ollanketo,322
Pekki,322
Purola,322
Renfors,322
Tykkyläinen,322
Karvanen,321
Moisander,321
Sarlin,321
Haapalahti,320
Kaskela,320
Lanki,320
Pippuri,320
Tiitto,320
Ekola,319
Hämeenniemi,319
Karila,319
Kettula,319
Kähäri,319
Lankila,319
Sakko,319
Tirri,319
Alajoki,318
Alhonen,318
Koskenranta,318
Rasila,318
Auer,317
Eklöf,317
Kola,317
Laulajainen,317
Rantakangas,317
Rouvali,317
Björkbacka,316
Granström,316
Kaukiainen,316
Lakkala,316
Lehtisaari,316
Nurmio,316
Patjas,316
Schmidt,316
Talvensaari,316
Elfving,315
Häyhä,315
Järvisalo,315
Karjala,315
Niemi-Korpi,315
Nuorala,315
Tulkki,315
Kutvonen,314
Svart,314
Kankkonen,313
Kouvo,313
Laulumaa,313
Myyry,313
Paakkanen,313
Palomaa,313
Parhiala,313
Polvi,313
Poskiparta,313
Tenkanen,313
Tietäväinen,313
Viklund,313
Isojärvi,312
Isoviita,312
Soppela,312
Stenström,312
Tattari,312
Åkerblom,312
Haikala,311
Hanka,311
Kirves,311
Mehto,311
Qvist,311
Wilkman,311
Kohtamäki,310
Komonen,310
Lemberg,310
Ranta-aho,310
Rosvall,310
Soisalo,310
Tarvonen,310
Tähti,310
Hellén,309
Härö,309
Karlström,309
Majander,309
Piilonen,309
Salakari,309
Wahlström,309
Väkevä,309
Etelämäki,308
Farah,308
Koppanen,308
Nakari,308
Seikkula,308
Tasala,308
Vilmi,308
Backström,307
Inkiläinen,307
Putkinen,307
Rikala,307
Snickars,307
Suurnäkki,307
Vihervuori,307
Anttalainen,306
Huolman,306
Hyppänen,306
Kuusimäki,306
Lotvonen,306
Pihkala,306
Pitkämäki,306
Silvan,306
Suomala,306
Sällinen,306
Huittinen,305
Hyypiä,305
Korkeakoski,305
Oikkonen,305
Saharinen,305
Kurri,304
Peräkylä,304
Pouttu,304
Salama,304
Väärälä,304
Ahlholm,303
Arkko,303
Bragge,303
Haaja,303
Kenttä,303
Marjeta,303
Mäkisalo,303
Pitkäniemi,303
Takkula,303
Ylikulju,303
Björklöf,302
Dahlqvist,302
Hostikka,302
Kauko,302
Kemi,302
Kivikangas,302
Kuusiniemi,302
Lunden,302
Luusua,302
Manelius,302
Müller,302
Myyrä,302
Nuuttila,302
Yrjönen,302
Aspegren,301
Hyyrynen,301
Jonsson,301
Niittynen,301
Stoor,301
Kankaanranta,300
Merisalo,300
Paukkonen,300
Pirttikoski,300
Ylänen,300
Ahlroth,299
Ahtinen,299
Anderson,299
Burman,299
Hautaviita,299
Johnson,299
Komi,299
Mertaniemi,299
Paavolainen,299
Palmén,299
Parantainen,299
Piilola,299
Tuori,299
Viiri,299
Hjelm,298
Paakkonen,298
Silvasti,298
Villa,298
Barck,297
Färm,297
Ojansivu,297
Tapiola,297
Heimo,296
Juuso,296
Streng,296
Lang,295
Lax,295
Parkkali,295
Parkko,295
Rautava,295
Tervala,295
Vihervaara,295
Vilkko,295
Haka,294
Hälinen,294
Jensen,294
Jylkkä,294
Kilkki,294
Kukkohovi,294
Maaninka,294
Raudasoja,294
Saikko,294
Wahlsten,294
Vesamäki,294
Filppula,293
Huhtakangas,293
Jaakkonen,293
Känsälä,293
Malmivaara,293
Marjomaa,293
Määttälä,293
Ruotsala,293
Tarkka,293
Yrttiaho,293
Kautiainen,292
Köngäs,292
Raitala,292
Riissanen,292
Saarikivi,292
Tuura,292
Yliniemi,292
Hemming,291
Rasinkangas,291
Taavila,291
Toivari,291
Aula,290
Hietaranta,290
Illman,290
Kuusjärvi,290
Olkkola,290
Puurula,290
Puusaari,290
Rauhamäki,290
Taimi,290
Toivo,290
Avikainen,289
Hermansson,289
Mäkiniemi,289
Sundvall,289
Tuorila,289
Carlson,288
Hallberg,288
Huumonen,288
Lagerström,288
Savander,288
Stenroth,288
Säily,288
Taivainen,288
Yliluoma,288
Airio,287
Furu,287
Heiniö,287
Kartano,287
Lehvonen,287
Leppiniemi,287
Nybacka,287
Näätänen,287
Parttimaa,287
Piirto,287
Pirttinen,287
Ramstedt,287
Riihiaho,287
Rundgren,287
Storbacka,287
Halla-aho,286
Hopponen,286
Mustakallio,286
Poikkimäki,286
Punkari,286
Renlund,286
Rosenström,286
Siltakoski,286
Talka,286
Toivakka,286
Hult,285
Kiviluoto,285
Rajakangas,285
Riipi,285
Ryytty,285
Valle,285
Heikinheimo,284
Lautamäki,284
Papunen,284
Siukola,284
Strandman,284
Ahmadi,283
Hiukka,283
Kalmari,283
Kiukkonen,283
Lemettinen,283
Mukkala,283
Nykvist,283
Suortti,283
Svensk,283
Tolkki,283
Andelin,282
Hara,282
Isberg,282
Kuiri,282
Nironen,282
Närvä,282
Ohtamaa,282
Pyyhtiä,282
Sulander,282
Särkijärvi,282
Söderblom,282
Tervola,282
Turtinen,282
Viholainen,282
Haukijärvi,281
Hirvensalo,281
Hosio,281
Ilmarinen,281
Kaarakainen,281
Korhola,281
Lamppu,281
Rahja,281
Volotinen,281
Holttinen,280
Korkeakangas,280
Mankki,280
Muilu,280
Muukka,280
Pitkonen,280
Pönni,280
Tulokas,280
Ylikangas,280
Hirviniemi,279
Hällfors,279
Ismail,279
Latvakoski,279
Leppinen,279
Pimiä,279
Qvick,279
Runtti,279
Turkulainen,279
Wargh,279
Vartio,279
Wikberg,279
Granfors,278
Huttula,278
Juurakko,278
Luukinen,278
Martinmäki,278
Pajukoski,278
Westerback,278
Halttu,277
Jaakonsaari,277
Lipasti,277
Paasikivi,277
Puukko,277
Ristilä,277
Uusikartano,277
Vahtola,277
Wilson,277
Vinni,277
Ahlroos,276
Bister,276
Engberg,276
Pauna,276
Pitkäaho,276
Rasilainen,276
Saarenmaa,276
Sankari,276
Sokura,276
Aapro,275
Ihanus,275
Kankaala,275
Kolmonen,275
Merilä,275
Saira,275
Suokko,275
Suopanki,275
Tulla,275
Hacklin,274
Haukkala,274
Heinikoski,274
Kärkinen,274
Muuri,274
Mylly,274
Natri,274
Tetri,274
Turkka,274
Eilola,273
Gustavsson,273
Haikka,273
Kesseli,273
Koivulahti,273
Kuortti,273
Malmsten,273
Muona,273
Puhakainen,273
Pyrrö,273
Ronkanen,273
Sahlström,273
Seilonen,273
Siikanen,273
Wik,273
Hauru,272
Kejonen,272
Lalli,272
Luomanen,272
Näsman,272
Pitkäkangas,272
Rontti,272
Vilmunen,272
Ylikotila,272
Huikari,271
Ikkala,271
Katajainen,271
Lokka,271
Melander,271
Muotka,271
Muurimäki,271
Parpala,271
Tarkkonen,271
Forstén,270
Granö,270
Hälikkä,270
Jokipii,270
Junnola,270
Korri,270
Lintala,270
Lipiäinen,270
Moisala,270
Niskakangas,270
Peuhkuri,270
Tunturi,270
Mentula,269
Mikander,269
Ranua,269
Siro,269
Wirtanen,269
Nikkonen,268
Pöyhtäri,268
Romu,268
Ruokola,268
Musakka,267
Salonpää,267
Sohlberg,267
Tervamäki,267
Varpula,267
Gummerus,266
Hedberg,266
Härmälä,266
Juurinen,266
Kupila,266
Nurro,266
Silvast,266
Ulvinen,266
Wiberg,266
Ekroos,265
Nauha,265
Salmelin,265
Särkiniemi,265
Torkkel,265
Haiko,264
Hästbacka,264
Kelkka,264
Kokkarinen,264
Kuivala,264
Lakanen,264
Linnanmäki,264
Pannula,264
Patama,264
Saraste,264
Tuohino,264
Villikka,264
Ahvenjärvi,263
Höök,263
Isohanni,263
Maunuksela,263
Mustakangas,263
Nerg,263
Savilaakso,263
Vierula,263
Wikholm,263
Heiskala,262
Hirn,262
Kesäläinen,262
Loukusa,262
Merta,262
Peuraniemi,262
Päiväniemi,262
Rovio,262
Uusimaa,262
Vehkaoja,262
Wester,262
Kesänen,261
Keurulainen,261
Louko,261
Mykrä,261
Myntti,261
Pere,261
Salojärvi,261
Selander,261
Vesikko,261
Vuohelainen,261
Vähänen,261
Väätänen,261
Kara,260
Lähteinen,260
Merikanto,260
Pentinmäki,260
Pyysalo,260
Rankinen,260
Wegelius,260
